Gender,Age,Race,Education,Political Affiliation,Political Leaning,Trump,Finances,Fair Elections,Ranked Choice,Woman President,Universal Healthcare,Humanity,America,Trump Reelection,Trump Nuke,War Russia,War China,Next Generation
Male,45,DK/REF,College degree,Independent,Moderate,DK/REF,Somewhat Often,"Yes, very confident",Yes,Yes,No,No,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,19,White,Some college,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Female,24,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
Female,76,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,DK/REF,No,No,DK/REF
Female,56,Black,Other,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Better World
Male,75,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,DK/REF,No,Yes,DK/REF,DK/REF,DK/REF,Somewhat Likely,Not at all likely,DK/REF,DK/REF,DK/REF
Male,36,White,Some college,Democrat,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,No,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Worse World
Male,45,White,College degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
Female,59,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,63,White,High school or less,Independent,DK/REF,DK/REF,Somewhat Often,DK/REF,Yes,Yes,Yes,No,No,DK/REF,DK/REF,DK/REF,No,Better World
Female,71,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Male,72,White,Some college,Independent,DK/REF,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,No,Yes,DK/REF,DK/REF,No,DK/REF,DK/REF
Female,69,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,60,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,81,White,High school or less,Republican,Conservative,DK/REF,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Better World
Female,32,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,79,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,No,Very Likely,Not at all likely,No,No,Worse World
Female,40,White,College degree,Democrat,Conservative,DK/REF,Somewhat Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,DK/REF,DK/REF,DK/REF,No,No,Better World
Female,88,Black,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,No,No,No,Very Likely,Very Likely,Yes,Yes,Worse World
Female,77,White,High school or less,DK/REF,DK/REF,Strongly Approve,Very Often,"Yes, very confident",Yes,No,Yes,Yes,DK/REF,Very Likely,Very Likely,No,No,Worse World
Female,79,Black,High school or less,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,73,White,High school or less,Independent,Moderate,DK/REF,Not Very Often,No,No,No,No,No,No,Very Likely,Not at all likely,No,No,Worse World
Male,99,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,DK/REF,DK/REF,Yes,Yes,Very Likely,Very Likely,DK/REF,Yes,Better World
Male,68,White,Graduate degree,Republican,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,77,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Worse World
Female,72,DK/REF,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Better World
Male,64,White,Graduate degree,Republican,Moderate,Somewhat Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
Female,50,DK/REF,DK/REF,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Male,35,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World
Male,75,White,High school or less,Democrat,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,No,No,Not at all likely,Very Likely,No,No,Better World
Female,69,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,70,DK/REF,High school or less,Independent,Moderate,Strongly Approve,DK/REF,"Yes, very confident",Yes,No,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,53,White,High school or less,Republican,Moderate,Strongly Approve,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
Female,51,White,College degree,Independent,Conservative,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,70,White,College degree,Republican,Moderate,Strongly Approve,Somewhat Often,DK/REF,DK/REF,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,DK/REF,Better World
Female,88,White,High school or less,DK/REF,Moderate,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Female,76,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",DK/REF,DK/REF,DK/REF,Yes,DK/REF,DK/REF,DK/REF,No,DK/REF,Worse World
Female,62,White,DK/REF,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,No,Yes,Very Likely,Not at all likely,No,No,Better World
Male,69,White,Graduate degree,Independent,Moderate,DK/REF,Not Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Female,73,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,66,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,DK/REF,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,62,Black,Graduate degree,Republican,Moderate,DK/REF,Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,55,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Worse World
Female,77,Asian,Graduate degree,Democrat,DK/REF,Strongly Disapprove,Not Very Often,No,No,Yes,DK/REF,Yes,DK/REF,Not at all likely,DK/REF,DK/REF,DK/REF,Better World
Female,75,White,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,81,White,Some college,Democrat,Conservative,DK/REF,Not Very Often,No,Yes,No,No,Yes,Yes,Somewhat Likely,DK/REF,DK/REF,DK/REF,Better World
Female,64,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",No,DK/REF,Yes,Yes,Yes,Very Likely,DK/REF,No,DK/REF,Better World
Male,79,White,High school or less,DK/REF,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Female,70,Black,High school or less,Republican,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,DK/REF,No,Not at all likely,Not at all likely,No,Yes,Better World
Male,62,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,DK/REF,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,Somewhat Likely,No,No,Better World
Female,97,White,Graduate degree,Democrat,Liberal,DK/REF,Not Very Often,No,Yes,Yes,Yes,DK/REF,Yes,Not at all likely,DK/REF,No,DK/REF,DK/REF
Male,29,White,Some college,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Better World
Female,64,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World
Male,43,White,Graduate degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,67,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World
Female,69,DK/REF,High school or less,Independent,Moderate,Strongly Approve,Not Very Often,No,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,40,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,No,Yes,Very Likely,Not at all likely,No,No,Better World
Male,60,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,No,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,71,White,College degree,Republican,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Better World
Male,73,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,70,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Worse World
Male,50,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,55,Black,College degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,DK/REF,DK/REF,DK/REF,Better World
Male,72,White,High school or less,Independent,Moderate,DK/REF,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Other,50,White,Some college,Independent,DK/REF,DK/REF,Very Often,No,DK/REF,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Female,21,White,Some college,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,60,White,Some college,Independent,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,Worse World
Female,74,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Male,52,Black,High school or less,Democrat,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,18,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World
Male,48,Latino,Graduate degree,Republican,Moderate,Somewhat Approve,Somewhat Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Male,31,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
Female,24,White,Graduate degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,49,Latino,College degree,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Female,66,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,48,Black,College degree,Democrat,Liberal,Neither approve nor disapprove,Very Often,No,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
Female,55,White,Graduate degree,DK/REF,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",No,Yes,No,Yes,DK/REF,Not at all likely,Somewhat Likely,Yes,No,Worse World
Male,57,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,35,Black,Some college,Independent,Liberal,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World
Male,25,Latino,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,68,White,Graduate degree,Democrat,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,DK/REF,Yes,Yes,Very Likely,DK/REF,No,No,Better World
Male,34,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World
Male,29,DK/REF,Some college,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,33,White,Some college,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,29,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Very Likely,Somewhat Likely,Yes,No,Better World
Female,27,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World
Other,99,Black,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,DK/REF,Yes,Not at all likely,Not at all likely,Yes,No,Worse World
Female,67,Black,Some college,DK/REF,Conservative,DK/REF,Somewhat Often,No,Yes,Yes,No,No,No,Very Likely,DK/REF,No,No,Worse World
Female,74,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,No,No,Yes,Yes,No,No,Not at all likely,Not at all likely,Yes,Yes,DK/REF
Male,71,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,No,Not at all likely,Very Likely,No,No,Worse World
Male,75,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,No,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Worse World
Female,76,White,High school or less,Independent,Moderate,Strongly Approve,Not Very Often,DK/REF,No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,52,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Very Likely,Yes,No,DK/REF
Male,70,Black,High school or less,DK/REF,DK/REF,Neither approve nor disapprove,Not Very Often,No,No,Yes,No,No,No,Not at all likely,Not at all likely,Yes,Yes,Worse World
Male,57,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,36,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Male,39,Black,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",Yes,DK/REF,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Better World
Female,48,Black,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World
Male,64,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,No,No,Very Likely,Not at all likely,No,No,Worse World
Female,69,Black,High school or less,Democrat,Conservative,DK/REF,Very Often,DK/REF,Yes,Yes,Yes,No,Yes,Somewhat Likely,DK/REF,No,No,DK/REF
Female,36,Other,College degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,No,Yes,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
Female,71,White,High school or less,Republican,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,No,No,Yes,Very Likely,Somewhat Likely,Yes,No,Worse World
Male,59,White,High school or less,DK/REF,Moderate,DK/REF,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Worse World
Male,50,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,Yes,No,Yes,Somewhat Likely,Very Likely,Yes,No,Worse World
Female,25,Black,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,No,Worse World
Female,88,Black,Some college,DK/REF,DK/REF,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,DK/REF,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,67,White,College degree,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,90,White,DK/REF,Republican,Moderate,Somewhat Approve,Very Often,No,Yes,No,No,No,No,Somewhat Likely,Not at all likely,No,No,Worse World
Male,47,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,80,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World
Female,50,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,DK/REF
Female,36,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,Yes,No,Better World
Female,83,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Female,60,DK/REF,Some college,Independent,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,Yes,Very Likely,Not at all likely,No,No,Better World
Female,25,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World
Male,50,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Male,57,White,High school or less,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,DK/REF,No,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World
Male,70,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,Yes,Very Likely,Very Likely,No,No,Better World
Male,61,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Worse World
Male,64,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Other,56,White,Graduate degree,Independent,DK/REF,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,29,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
Other,51,DK/REF,Graduate degree,Independent,DK/REF,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Male,48,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,43,White,Some college,Republican,Moderate,Somewhat Approve,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Male,99,White,High school or less,DK/REF,DK/REF,DK/REF,Somewhat Often,DK/REF,DK/REF,DK/REF,No,No,Yes,DK/REF,Not at all likely,DK/REF,No,DK/REF
Male,65,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
Male,69,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,No,DK/REF,Yes,Yes,Very Likely,Very Likely,No,No,Better World
Male,67,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,20,Asian,High school or less,Independent,DK/REF,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Female,81,White,High school or less,Republican,Conservative,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
Female,45,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,No,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World
Female,44,White,College degree,Independent,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,Yes,Worse World
Male,20,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Male,71,White,Graduate degree,Independent,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,72,Black,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Male,59,Latino,High school or less,Democrat,Conservative,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,Yes,Yes,Yes,Not at all likely,DK/REF,No,No,Better World
Female,60,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,No,No,Worse World
Male,25,Asian,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,No,No,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World
Female,26,Black,High school or less,Independent,Liberal,Strongly Approve,Very Often,"Yes, very confident",Yes,No,Yes,Yes,Yes,Very Likely,Very Likely,Yes,No,Better World
Male,60,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Worse World
Male,72,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,73,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,No,No,Very Likely,Somewhat Likely,Yes,No,Worse World
Female,83,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Male,65,DK/REF,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Other,80,White,Some college,Independent,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,DK/REF,DK/REF,Better World
Female,82,DK/REF,High school or less,Republican,Conservative,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,64,White,Graduate degree,Republican,Conservative,Strongly Approve,Very Often,No,Yes,No,No,No,Yes,Very Likely,Not at all likely,No,No,Better World
Female,60,White,High school or less,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,No,Yes,Very Likely,Somewhat Likely,No,No,Better World
Male,71,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Worse World
Male,77,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,74,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,Yes,Very Likely,Somewhat Likely,No,No,Better World
Female,77,White,High school or less,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Not at all likely,Yes,Yes,Better World
Male,58,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,74,Black,College degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,No,Yes,No,No,No,Very Likely,Somewhat Likely,Yes,Yes,Worse World
Male,84,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,84,White,Graduate degree,Independent,DK/REF,DK/REF,Not Very Often,DK/REF,Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World
Female,66,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
